Sex	Age	Year	Month	J09	J10	J11
F	70–74	2012	Mars	9	43	6
F	70–74	2012	April	2	14	5
F	70–74	2012	Maj	0	1	1
F	70–74	2012	Juni	0	0	0
F	70–74	2012	Juli	0	0	1
F	70–74	2012	Augusti	0	0	0
F	70–74	2012	September	0	0	0
F	70–74	2012	Oktober	0	0	0
F	70–74	2012	November	0	0	0
F	70–74	2012	December	0	2	1
F	70–74	2013	Januari	7	12	2
F	70–74	2013	Februari	11	18	7
F	70–74	2013	Mars	5	28	4
F	70–74	2013	April	4	11	2
F	70–74	2013	Maj	0	2	0
F	70–74	2013	Juni	0	1	0
F	70–74	2013	Juli	0	0	0
F	70–74	2013	Augusti	0	0	0
F	70–74	2013	September	0	0	0
F	70–74	2013	Oktober	0	0	0
F	70–74	2013	November	0	0	0
F	70–74	2013	December	1	0	1
F	70–74	2014	Januari	3	2	1
F	70–74	2014	Februari	8	5	1
F	70–74	2014	Mars	10	4	1
F	70–74	2014	April	2	1	2
F	70–74	2014	Maj	2	0	0
F	70–74	2014	Juni	0	0	0
F	70–74	2014	Juli	1	1	0
F	70–74	2014	Augusti	0	1	0
F	70–74	2014	September	0	0	0
F	70–74	2014	Oktober	0	0	1
F	70–74	2014	November	0	1	1
F	70–74	2014	December	3	0	1
F	70–74	2015	Januari	4	6	2
F	70–74	2015	Februari	13	38	5
F	70–74	2015	Mars	16	44	4
F	70–74	2015	April	9	28	4
F	70–74	2015	Maj	3	7	2
F	70–74	2015	Juni	0	0	0
F	70–74	2015	Juli	0	0	0
F	70–74	2015	Augusti	0	0	0
F	70–74	2015	September	0	0	0
F	70–74	2015	Oktober	0	1	0
F	70–74	2015	November	2	0	1
F	70–74	2015	December	3	3	2
F	70–74	2016	Januari	5	11	3
F	70–74	2016	Februari	13	26	3
F	70–74	2016	Mars	9	28	1
F	70–74	2016	April	1	22	1
F	70–74	2016	Maj	0	0	0
F	70–74	2016	Juni	0	1	0
F	70–74	2016	Juli	0	1	0
F	70–74	2016	Augusti	0	0	0
F	70–74	2016	September	0	0	1
F	70–74	2016	Oktober	0	1	0
F	70–74	2016	November	2	7	1
F	70–74	2016	December	9	54	2
F	70–74	2017	Januari	9	63	4
F	70–74	2017	Februari	11	73	3
F	70–74	2017	Mars	3	51	7
F	70–74	2017	April	0	16	0
F	70–74	2017	Maj	1	6	0
F	70–74	2017	Juni	0	1	0
F	70–74	2017	Juli	0	0	0
F	70–74	2017	Augusti	0	0	0
F	70–74	2017	September	0	0	0
F	70–74	2017	Oktober	1	1	0
F	70–74	2017	November	0	1	0
F	70–74	2017	December	0	32	2
F	70–74	2018	Januari	1	50	1
F	70–74	2018	Februari	6	118	6
F	70–74	2018	Mars	5	120	7
F	70–74	2018	April	0	57	2
F	70–74	2018	Maj	0	3	0
F	70–74	2018	Juni	0	1	0
F	70–74	2018	Juli	0	0	0
F	70–74	2018	Augusti	0	0	0
F	70–74	2018	September	1	0	0
F	70–74	2018	Oktober	0	0	0
F	70–74	2018	November	0	2	0
F	70–74	2018	December	1	18	0
F	70–74	2019	Januari	6	57	6
F	70–74	2019	Februari	1	74	6
F	70–74	2019	Mars	5	47	1
F	70–74	2019	April	4	39	1
F	70–74	2019	Maj	1	13	0
F	70–74	2019	Juni	0	0	0
F	70–74	2019	Juli	1	0	0
F	70–74	2019	Augusti	0	0	0
F	70–74	2019	September	0	0	0
F	70–74	2019	Oktober	0	0	0
F	70–74	2019	November	0	1	0
F	70–74	2019	December	0	12	0
F	70–74	2020	Januari	0	18	0
F	70–74	2020	Februari	2	27	1
F	70–74	2020	Mars	2	25	1
F	70–74	2020	April	1	4	0
F	70–74	2020	Maj	0	0	0
F	70–74	2020	Juni	0	0	0
F	70–74	2020	Juli	0	0	0
F	70–74	2020	Augusti	0	0	0
F	70–74	2020	September	0	0	0
F	70–74	2020	Oktober	0	0	0
F	70–74	2020	November	0	0	0
F	70–74	2020	December	0	0	0
F	70–74	2021	Januari	0	0	0
F	70–74	2021	Februari	0	0	0
F	70–74	2021	Mars	0	0	0
F	70–74	2021	April	0	0	0
F	70–74	2021	Maj	0	0	0
F	70–74	2021	Juni	0	0	0
F	70–74	2021	Juli	0	0	0
F	70–74	2021	Augusti	0	0	0
F	70–74	2021	September	0	0	0
F	70–74	2021	Oktober	0	0	0
F	70–74	2021	November	0	1	0
F	70–74	2021	December	4	45	5
F	75–79	1998	Januari	0	2	5
F	75–79	1998	Februari	0	12	23
F	75–79	1998	Mars	0	36	53
F	75–79	1998	April	0	13	32
F	75–79	1998	Maj	0	1	5
F	75–79	1998	Juni	0	0	1
F	75–79	1998	Juli	0	0	2
F	75–79	1998	Augusti	0	0	0
F	75–79	1998	September	0	0	1
F	75–79	1998	Oktober	0	0	2
F	75–79	1998	November	0	0	4
F	75–79	1998	December	0	0	10
F	75–79	1999	Januari	0	13	10
F	75–79	1999	Februari	0	35	58
F	75–79	1999	Mars	0	25	81
F	75–79	1999	April	0	4	8
F	75–79	1999	Maj	0	1	3
F	75–79	1999	Juni	0	1	2
F	75–79	1999	Juli	0	0	1
F	75–79	1999	Augusti	0	0	0
F	75–79	1999	September	0	1	0
F	75–79	1999	Oktober	0	0	1
F	75–79	1999	November	0	0	2
F	75–79	1999	December	0	28	34
F	75–79	2000	Januari	0	49	95
F	75–79	2000	Februari	0	13	38
F	75–79	2000	Mars	0	5	11
F	75–79	2000	April	0	1	5
F	75–79	2000	Maj	0	0	1
F	75–79	2000	Juni	0	0	1
F	75–79	2000	Juli	0	0	1
F	75–79	2000	Augusti	0	0	1
F	75–79	2000	September	0	0	2
F	75–79	2000	Oktober	0	0	0
F	75–79	2000	November	0	1	1
F	75–79	2000	December	0	0	0
F	75–79	2001	Januari	0	0	2
F	75–79	2001	Februari	0	1	5
F	75–79	2001	Mars	0	4	7
F	75–79	2001	April	0	2	3
F	75–79	2001	Maj	0	0	2
F	75–79	2001	Juni	0	1	1
F	75–79	2001	Juli	0	0	0
F	75–79	2001	Augusti	0	0	0
F	75–79	2001	September	0	0	0
F	75–79	2001	Oktober	0	0	1
F	75–79	2001	November	0	0	3
F	75–79	2001	December	0	0	4
F	75–79	2002	Januari	0	6	1
F	75–79	2002	Februari	0	2	4
F	75–79	2002	Mars	0	19	29
F	75–79	2002	April	0	15	17
F	75–79	2002	Maj	0	1	2
F	75–79	2002	Juni	0	0	0
F	75–79	2002	Juli	0	0	1
F	75–79	2002	Augusti	0	0	1
F	75–79	2002	September	0	0	0
F	75–79	2002	Oktober	0	0	0
F	75–79	2002	November	0	1	0
F	75–79	2002	December	0	0	2
F	75–79	2003	Januari	0	1	2
F	75–79	2003	Februari	0	1	3
F	75–79	2003	Mars	0	3	4
F	75–79	2003	April	0	2	5
F	75–79	2003	Maj	0	1	0
F	75–79	2003	Juni	0	0	0
F	75–79	2003	Juli	0	0	1
F	75–79	2003	Augusti	0	0	1
F	75–79	2003	September	0	0	0
F	75–79	2003	Oktober	0	0	1
F	75–79	2003	November	0	1	3
F	75–79	2003	December	0	22	17
F	75–79	2004	Januari	0	7	16
F	75–79	2004	Februari	0	0	0
F	75–79	2004	Mars	0	3	1
F	75–79	2004	April	0	0	0
F	75–79	2004	Maj	0	0	0
F	75–79	2004	Juni	0	0	0
F	75–79	2004	Juli	0	0	1
F	75–79	2004	Augusti	0	0	1
F	75–79	2004	September	0	0	0
F	75–79	2004	Oktober	0	0	0
F	75–79	2004	November	0	1	0
F	75–79	2004	December	0	5	0
F	75–79	2005	Januari	0	4	3
F	75–79	2005	Februari	0	18	10
F	75–79	2005	Mars	0	24	21
F	75–79	2005	April	0	5	4
F	75–79	2005	Maj	0	0	0
F	75–79	2005	Juni	0	0	2
F	75–79	2005	Juli	0	0	0
F	75–79	2005	Augusti	0	0	0
F	75–79	2005	September	0	0	0
F	75–79	2005	Oktober	0	0	2
F	75–79	2005	November	0	0	0
F	75–79	2005	December	0	0	0
F	75–79	2006	Januari	0	0	1
F	75–79	2006	Februari	0	2	0
F	75–79	2006	Mars	0	5	6
F	75–79	2006	April	0	5	4
F	75–79	2006	Maj	0	0	1
F	75–79	2006	Juni	0	0	0
F	75–79	2006	Juli	0	0	0
F	75–79	2006	Augusti	0	0	0
F	75–79	2006	September	0	0	0
F	75–79	2006	Oktober	0	1	0
F	75–79	2006	November	0	0	0
F	75–79	2006	December	0	0	1
F	75–79	2007	Januari	0	2	2
F	75–79	2007	Februari	0	7	2
F	75–79	2007	Mars	0	17	9
F	75–79	2007	April	0	2	1
F	75–79	2007	Maj	0	0	1
F	75–79	2007	Juni	0	0	1
F	75–79	2007	Juli	0	0	0
F	75–79	2007	Augusti	0	0	0
F	75–79	2007	September	0	0	0
F	75–79	2007	Oktober	0	0	0
F	75–79	2007	November	0	0	1
F	75–79	2007	December	0	1	0
F	75–79	2008	Januari	0	0	0
F	75–79	2008	Februari	0	2	1
F	75–79	2008	Mars	0	4	2
F	75–79	2008	April	0	7	0
F	75–79	2008	Maj	0	0	0
F	75–79	2008	Juni	0	0	0
F	75–79	2008	Juli	0	0	0
F	75–79	2008	Augusti	0	0	0
F	75–79	2008	September	0	0	0
F	75–79	2008	Oktober	0	0	0
F	75–79	2008	November	0	1	0
F	75–79	2008	December	0	3	0
F	75–79	2009	Januari	0	15	5
F	75–79	2009	Februari	0	15	5
F	75–79	2009	Mars	0	5	1
F	75–79	2009	April	0	0	0
F	75–79	2009	Maj	0	0	0
F	75–79	2009	Juni	0	0	0
F	75–79	2009	Juli	0	0	0
F	75–79	2009	Augusti	0	0	0
F	75–79	2009	September	0	0	0
F	75–79	2009	Oktober	0	1	0
F	75–79	2009	November	4	1	0
F	75–79	2009	December	2	0	0
F	75–79	2010	Januari	0	0	0
F	75–79	2010	Februari	0	0	1
F	75–79	2010	Mars	0	0	0
F	75–79	2010	April	0	0	0
F	75–79	2010	Maj	0	0	0
F	75–79	2010	Juni	0	1	0
F	75–79	2010	Juli	0	0	0
F	75–79	2010	Augusti	0	0	0
F	75–79	2010	September	0	0	0
F	75–79	2010	Oktober	0	0	0
F	75–79	2010	November	0	1	0
F	75–79	2010	December	0	1	1
F	75–79	2011	Januari	5	4	1
F	75–79	2011	Februari	1	6	0
F	75–79	2011	Mars	1	3	1
F	75–79	2011	April	1	3	2
F	75–79	2011	Maj	0	0	0
F	75–79	2011	Juni	0	0	0
F	75–79	2011	Juli	0	0	0
F	75–79	2011	Augusti	0	0	0
F	75–79	2011	September	0	0	0
F	75–79	2011	Oktober	0	0	0
F	75–79	2011	November	0	0	0
F	75–79	2011	December	0	0	0
F	75–79	2012	Januari	1	0	2
F	75–79	2012	Februari	5	22	4
F	75–79	2012	Mars	13	36	8
F	75–79	2012	April	3	15	1
F	75–79	2012	Maj	0	3	0
F	75–79	2012	Juni	0	0	0
F	75–79	2012	Juli	0	0	0
F	75–79	2012	Augusti	0	0	0
F	75–79	2012	September	0	0	0
F	75–79	2012	Oktober	0	0	0
F	75–79	2012	November	0	1	0
F	75–79	2012	December	1	0	1
F	75–79	2013	Januari	4	12	6
F	75–79	2013	Februari	10	23	7
F	75–79	2013	Mars	5	23	1
F	75–79	2013	April	0	17	2
F	75–79	2013	Maj	0	3	0
F	75–79	2013	Juni	0	0	1
F	75–79	2013	Juli	0	0	0
F	75–79	2013	Augusti	0	0	0
F	75–79	2013	September	0	0	0
F	75–79	2013	Oktober	0	0	0
F	75–79	2013	November	1	0	0
F	75–79	2013	December	0	4	0
F	75–79	2014	Januari	4	6	0
F	75–79	2014	Februari	3	9	1
F	75–79	2014	Mars	5	2	4
F	75–79	2014	April	1	4	0
F	75–79	2014	Maj	0	1	0
F	75–79	2014	Juni	0	0	1
F	75–79	2014	Juli	0	0	0
F	75–79	2014	Augusti	0	0	0
F	75–79	2014	September	0	0	0
F	75–79	2014	Oktober	0	0	0
F	75–79	2014	November	0	0	1
F	75–79	2014	December	0	1	0
F	75–79	2015	Januari	8	13	7
F	75–79	2015	Februari	20	51	9
F	75–79	2015	Mars	19	38	6
F	75–79	2015	April	11	27	3
F	75–79	2015	Maj	0	6	0
F	75–79	2015	Juni	0	0	0
F	75–79	2015	Juli	0	0	0
F	75–79	2015	Augusti	0	0	0
F	75–79	2015	September	0	0	0
F	75–79	2015	Oktober	0	0	0
F	75–79	2015	November	0	1	0
F	75–79	2015	December	1	3	3
F	75–79	2016	Januari	5	7	2
F	75–79	2016	Februari	11	35	3
F	75–79	2016	Mars	6	22	4
F	75–79	2016	April	1	11	1
F	75–79	2016	Maj	1	6	0
F	75–79	2016	Juni	0	1	0
F	75–79	2016	Juli	0	0	0
F	75–79	2016	Augusti	0	0	0
F	75–79	2016	September	0	0	0
F	75–79	2016	Oktober	1	1	0
F	75–79	2016	November	1	6	2
F	75–79	2016	December	7	62	4
F	75–79	2017	Januari	15	105	6
F	75–79	2017	Februari	14	65	5
F	75–79	2017	Mars	10	57	2
F	75–79	2017	April	0	20	0
F	75–79	2017	Maj	0	6	1
F	75–79	2017	Juni	1	4	0
F	75–79	2017	Juli	0	0	0
F	75–79	2017	Augusti	0	0	0
F	75–79	2017	September	0	0	0
F	75–79	2017	Oktober	1	2	0
F	75–79	2017	November	1	6	0
F	75–79	2017	December	0	25	2
F	75–79	2018	Januari	4	67	3
F	75–79	2018	Februari	7	144	7
F	75–79	2018	Mars	2	174	5
F	75–79	2018	April	3	78	1
F	75–79	2018	Maj	1	8	0
F	75–79	2018	Juni	0	1	0
F	75–79	2018	Juli	0	0	0
F	75–79	2018	Augusti	0	0	0
F	75–79	2018	September	0	0	0
F	75–79	2018	Oktober	0	0	0
F	75–79	2018	November	0	1	0
F	75–79	2018	December	4	26	0
F	75–79	2019	Januari	6	61	4
F	75–79	2019	Februari	4	77	4
F	75–79	2019	Mars	1	53	3
F	75–79	2019	April	2	40	1
F	75–79	2019	Maj	3	12	1
F	75–79	2019	Juni	0	0	0
F	75–79	2019	Juli	0	0	0
F	75–79	2019	Augusti	0	1	0
F	75–79	2019	September	0	0	0
F	75–79	2019	Oktober	0	1	0
F	75–79	2019	November	0	4	1
F	75–79	2019	December	3	12	0
F	75–79	2020	Januari	1	22	1
F	75–79	2020	Februari	3	39	2
F	75–79	2020	Mars	4	27	2
F	75–79	2020	April	2	2	0
F	75–79	2020	Maj	0	0	0
F	75–79	2020	Juni	0	0	0
F	75–79	2020	Juli	0	0	0
F	75–79	2020	Augusti	0	0	0
F	75–79	2020	September	0	0	0
F	75–79	2020	Oktober	0	0	0
F	75–79	2020	November	0	0	0
F	75–79	2020	December	0	0	0
F	75–79	2021	Januari	0	0	0
F	75–79	2021	Februari	0	0	0
F	75–79	2021	Mars	0	1	0
F	75–79	2021	April	0	0	0
F	75–79	2021	Maj	0	0	0
F	75–79	2021	Juni	0	0	0
F	75–79	2021	Juli	0	0	0
F	75–79	2021	Augusti	0	1	0
F	75–79	2021	September	0	0	0
F	75–79	2021	Oktober	0	0	0
F	75–79	2021	November	0	1	0
F	75–79	2021	December	5	62	3
F	80–84	1998	Januari	0	2	5
F	80–84	1998	Februari	0	15	53
F	80–84	1998	Mars	0	27	92
F	80–84	1998	April	0	16	21
F	80–84	1998	Maj	0	1	2
F	80–84	1998	Juni	0	0	4
F	80–84	1998	Juli	0	0	2
F	80–84	1998	Augusti	0	1	1
F	80–84	1998	September	0	0	5
F	80–84	1998	Oktober	0	0	4
F	80–84	1998	November	0	0	4
F	80–84	1998	December	0	2	5
F	80–84	1999	Januari	0	8	8
F	80–84	1999	Februari	0	38	61
F	80–84	1999	Mars	0	31	98
F	80–84	1999	April	0	12	12
F	80–84	1999	Maj	0	0	3
F	80–84	1999	Juni	0	1	0
F	80–84	1999	Juli	0	0	2
F	80–84	1999	Augusti	0	0	3
F	80–84	1999	September	0	0	2
F	80–84	1999	Oktober	0	0	3
F	80–84	1999	November	0	0	4
F	80–84	1999	December	0	20	30
F	80–84	2000	Januari	0	49	123
F	80–84	2000	Februari	0	24	45
F	80–84	2000	Mars	0	6	12
F	80–84	2000	April	0	3	7
F	80–84	2000	Maj	0	0	0
F	80–84	2000	Juni	0	0	0
F	80–84	2000	Juli	0	0	0
F	80–84	2000	Augusti	0	0	2
F	80–84	2000	September	0	1	2
F	80–84	2000	Oktober	0	0	4
F	80–84	2000	November	0	0	2
F	80–84	2000	December	0	0	2
F	80–84	2001	Januari	0	1	2
F	80–84	2001	Februari	0	5	7
F	80–84	2001	Mars	0	6	13
F	80–84	2001	April	0	3	10
F	80–84	2001	Maj	0	0	2
F	80–84	2001	Juni	0	0	5
F	80–84	2001	Juli	0	0	2
F	80–84	2001	Augusti	0	0	2
F	80–84	2001	September	0	0	1
F	80–84	2001	Oktober	0	0	2
F	80–84	2001	November	0	0	0
F	80–84	2001	December	0	0	2
F	80–84	2002	Januari	0	1	4
F	80–84	2002	Februari	0	12	9
F	80–84	2002	Mars	0	30	39
F	80–84	2002	April	0	25	29
F	80–84	2002	Maj	0	0	5
F	80–84	2002	Juni	0	0	0
F	80–84	2002	Juli	0	1	2
F	80–84	2002	Augusti	0	0	0
F	80–84	2002	September	0	0	2
F	80–84	2002	Oktober	0	0	1
F	80–84	2002	November	0	0	1
F	80–84	2002	December	0	0	2
F	80–84	2003	Januari	0	1	3
F	80–84	2003	Februari	0	3	5
F	80–84	2003	Mars	0	5	6
F	80–84	2003	April	0	4	2
F	80–84	2003	Maj	0	0	0
F	80–84	2003	Juni	0	0	2
F	80–84	2003	Juli	0	1	3
F	80–84	2003	Augusti	0	0	0
F	80–84	2003	September	0	0	0
F	80–84	2003	Oktober	0	0	0
F	80–84	2003	November	0	1	1
F	80–84	2003	December	0	21	28
F	80–84	2004	Januari	0	15	31
F	80–84	2004	Februari	0	2	3
F	80–84	2004	Mars	0	1	3
F	80–84	2004	April	0	2	0
F	80–84	2004	Maj	0	0	1
F	80–84	2004	Juni	0	0	1
F	80–84	2004	Juli	0	0	0
F	80–84	2004	Augusti	0	0	1
F	80–84	2004	September	0	0	1
F	80–84	2004	Oktober	0	0	0
F	80–84	2004	November	0	0	3
F	80–84	2004	December	0	3	2
F	80–84	2005	Januari	0	6	9
F	80–84	2005	Februari	0	23	14
F	80–84	2005	Mars	0	47	29
F	80–84	2005	April	0	17	12
F	80–84	2005	Maj	0	0	1
F	80–84	2005	Juni	0	0	2
F	80–84	2005	Juli	0	0	0
F	80–84	2005	Augusti	0	2	1
F	80–84	2005	September	0	0	0
F	80–84	2005	Oktober	0	0	0
F	80–84	2005	November	0	0	0
F	80–84	2005	December	0	0	1
F	80–84	2006	Januari	0	1	2
F	80–84	2006	Februari	0	0	4
F	80–84	2006	Mars	0	6	2
F	80–84	2006	April	0	8	4
F	80–84	2006	Maj	0	0	0
F	80–84	2006	Juni	0	0	1
F	80–84	2006	Juli	0	0	0
F	80–84	2006	Augusti	0	0	1
F	80–84	2006	September	0	0	0
F	80–84	2006	Oktober	1	0	0
F	80–84	2006	November	0	0	0
F	80–84	2006	December	0	5	1
F	80–84	2007	Januari	0	1	2
F	80–84	2007	Februari	0	14	5
F	80–84	2007	Mars	0	27	16
F	80–84	2007	April	0	5	2
F	80–84	2007	Maj	0	1	1
F	80–84	2007	Juni	0	0	0
F	80–84	2007	Juli	0	0	0
F	80–84	2007	Augusti	0	0	1
F	80–84	2007	September	0	0	1
F	80–84	2007	Oktober	0	0	1
F	80–84	2007	November	0	0	2
F	80–84	2007	December	0	0	1
F	80–84	2008	Januari	0	0	1
F	80–84	2008	Februari	0	0	2
F	80–84	2008	Mars	0	7	5
F	80–84	2008	April	0	4	5
F	80–84	2008	Maj	0	2	1
F	80–84	2008	Juni	0	1	0
F	80–84	2008	Juli	0	0	2
F	80–84	2008	Augusti	0	0	0
F	80–84	2008	September	0	0	0
F	80–84	2008	Oktober	0	0	1
F	80–84	2008	November	0	1	1
F	80–84	2008	December	0	6	3
F	80–84	2009	Januari	0	18	12
F	80–84	2009	Februari	0	19	6
F	80–84	2009	Mars	0	5	0
F	80–84	2009	April	0	1	0
F	80–84	2009	Maj	0	0	0
F	80–84	2009	Juni	0	0	0
F	80–84	2009	Juli	0	0	0
F	80–84	2009	Augusti	0	0	0
F	80–84	2009	September	0	0	0
F	80–84	2009	Oktober	0	0	0
F	80–84	2009	November	2	0	0
F	80–84	2009	December	0	0	0
F	80–84	2010	Januari	0	0	1
F	80–84	2010	Februari	0	0	0
F	80–84	2010	Mars	0	0	0
F	80–84	2010	April	0	0	1
F	80–84	2010	Maj	0	0	0
F	80–84	2010	Juni	0	0	0
F	80–84	2010	Juli	0	0	0
F	80–84	2010	Augusti	0	0	0
F	80–84	2010	September	0	0	0
F	80–84	2010	Oktober	0	0	0
F	80–84	2010	November	0	0	0
F	80–84	2010	December	1	0	1
F	80–84	2011	Januari	1	4	0
F	80–84	2011	Februari	0	4	2
F	80–84	2011	Mars	3	5	2
F	80–84	2011	April	0	1	1
F	80–84	2011	Maj	0	0	1
F	80–84	2011	Juni	0	0	0
F	80–84	2011	Juli	0	0	1
F	80–84	2011	Augusti	0	0	0
F	80–84	2011	September	0	0	0
F	80–84	2011	Oktober	0	0	0
F	80–84	2011	November	0	0	2
F	80–84	2011	December	0	0	1
F	80–84	2012	Januari	0	4	0
F	80–84	2012	Februari	6	32	5
F	80–84	2012	Mars	10	67	14
F	80–84	2012	April	8	14	5
F	80–84	2012	Maj	0	2	0
F	80–84	2012	Juni	0	0	0
F	80–84	2012	Juli	0	0	0
F	80–84	2012	Augusti	0	0	0
F	80–84	2012	September	0	0	0
F	80–84	2012	Oktober	0	0	0
F	80–84	2012	November	0	0	0
F	80–84	2012	December	2	4	1
F	80–84	2013	Januari	4	16	6
F	80–84	2013	Februari	16	32	7
F	80–84	2013	Mars	10	26	6
F	80–84	2013	April	5	13	4
F	80–84	2013	Maj	0	2	0
F	80–84	2013	Juni	0	0	0
F	80–84	2013	Juli	0	0	0
F	80–84	2013	Augusti	0	0	0
F	80–84	2013	September	0	0	0
F	80–84	2013	Oktober	0	0	0
F	80–84	2013	November	0	0	1
F	80–84	2013	December	0	1	0
F	80–84	2014	Januari	3	1	1
F	80–84	2014	Februari	5	6	0
F	80–84	2014	Mars	7	6	1
F	80–84	2014	April	2	2	0
F	80–84	2014	Maj	0	1	0
F	80–84	2014	Juni	0	0	0
F	80–84	2014	Juli	0	0	0
F	80–84	2014	Augusti	0	0	0
F	80–84	2014	September	0	0	0
F	80–84	2014	Oktober	0	0	0
F	80–84	2014	November	0	0	1
F	80–84	2014	December	1	2	1
F	80–84	2015	Januari	6	11	4
F	80–84	2015	Februari	20	47	7
F	80–84	2015	Mars	27	77	13
F	80–84	2015	April	16	38	3
F	80–84	2015	Maj	4	11	0
F	80–84	2015	Juni	0	1	0
F	80–84	2015	Juli	0	1	0
F	80–84	2015	Augusti	0	0	0
F	80–84	2015	September	0	0	0
F	80–84	2015	Oktober	0	0	0
F	80–84	2015	November	0	0	0
F	80–84	2015	December	4	8	0
F	80–84	2016	Januari	8	14	1
F	80–84	2016	Februari	17	47	5
F	80–84	2016	Mars	10	20	6
F	80–84	2016	April	1	15	1
F	80–84	2016	Maj	1	3	0
F	80–84	2016	Juni	0	3	0
F	80–84	2016	Juli	0	0	0
F	80–84	2016	Augusti	0	0	0
F	80–84	2016	September	0	0	0
F	80–84	2016	Oktober	0	1	0
F	80–84	2016	November	1	4	0
F	80–84	2016	December	12	79	3
F	80–84	2017	Januari	18	85	12
F	80–84	2017	Februari	14	109	9
F	80–84	2017	Mars	13	72	4
F	80–84	2017	April	1	22	1
F	80–84	2017	Maj	1	10	0
F	80–84	2017	Juni	0	1	0
F	80–84	2017	Juli	0	0	0
F	80–84	2017	Augusti	0	0	0
F	80–84	2017	September	0	0	0
F	80–84	2017	Oktober	0	0	0
F	80–84	2017	November	0	3	0
F	80–84	2017	December	3	22	0
F	80–84	2018	Januari	5	69	5
F	80–84	2018	Februari	6	195	12
F	80–84	2018	Mars	3	208	9
F	80–84	2018	April	2	84	2
F	80–84	2018	Maj	0	5	0
F	80–84	2018	Juni	0	0	0
F	80–84	2018	Juli	0	1	0
F	80–84	2018	Augusti	0	0	0
F	80–84	2018	September	0	0	0
F	80–84	2018	Oktober	0	0	0
F	80–84	2018	November	1	0	0
F	80–84	2018	December	2	23	0
F	80–84	2019	Januari	4	62	2
F	80–84	2019	Februari	4	86	5
F	80–84	2019	Mars	5	62	4
F	80–84	2019	April	4	47	4
F	80–84	2019	Maj	0	14	2
F	80–84	2019	Juni	0	1	0
F	80–84	2019	Juli	0	1	0
F	80–84	2019	Augusti	0	1	0
F	80–84	2019	September	0	0	0
F	80–84	2019	Oktober	0	0	0
F	80–84	2019	November	0	2	0
F	80–84	2019	December	0	15	3
F	80–84	2020	Januari	0	29	1
F	80–84	2020	Februari	3	32	2
F	80–84	2020	Mars	3	30	3
F	80–84	2020	April	0	1	0
F	80–84	2020	Maj	0	0	0
F	80–84	2020	Juni	0	0	1
F	80–84	2020	Juli	0	0	0
F	80–84	2020	Augusti	0	0	0
F	80–84	2020	September	0	0	0
F	80–84	2020	Oktober	0	0	0
F	80–84	2020	November	0	0	0
F	80–84	2020	December	0	0	0
F	80–84	2021	Januari	0	0	0
F	80–84	2021	Februari	0	0	0
F	80–84	2021	Mars	0	0	0
F	80–84	2021	April	0	0	0
F	80–84	2021	Maj	0	0	0
F	80–84	2021	Juni	0	0	0
F	80–84	2021	Juli	0	0	0
F	80–84	2021	Augusti	0	0	0
F	80–84	2021	September	0	0	0
F	80–84	2021	Oktober	0	1	0
F	80–84	2021	November	0	3	1
F	80–84	2021	December	5	67	3
F	85+	1998	Januari	0	2	9
F	85+	1998	Februari	0	13	43
F	85+	1998	Mars	0	21	84
F	85+	1998	April	0	17	39
F	85+	1998	Maj	0	4	13
F	85+	1998	Juni	0	0	1
F	85+	1998	Juli	0	0	0
F	85+	1998	Augusti	0	0	4
F	85+	1998	September	0	0	3
F	85+	1998	Oktober	0	0	4
F	85+	1998	November	0	1	9
F	85+	1998	December	0	4	10
F	85+	1999	Januari	0	17	30
F	85+	1999	Februari	0	56	97
F	85+	1999	Mars	0	44	133
F	85+	1999	April	0	8	20
F	85+	1999	Maj	0	0	9
F	85+	1999	Juni	0	0	5
F	85+	1999	Juli	0	0	2
F	85+	1999	Augusti	0	0	5
F	85+	1999	September	0	0	7
F	85+	1999	Oktober	0	0	4
F	85+	1999	November	0	3	5
F	85+	1999	December	0	22	25
F	85+	2000	Januari	0	68	187
F	85+	2000	Februari	0	34	63
F	85+	2000	Mars	0	13	17
F	85+	2000	April	0	0	7
F	85+	2000	Maj	0	1	5
F	85+	2000	Juni	0	0	6
F	85+	2000	Juli	0	0	5
F	85+	2000	Augusti	0	0	3
F	85+	2000	September	0	0	3
F	85+	2000	Oktober	0	0	3
F	85+	2000	November	0	1	6
F	85+	2000	December	0	0	1
F	85+	2001	Januari	0	0	7
F	85+	2001	Februari	0	7	7
F	85+	2001	Mars	0	6	13
F	85+	2001	April	0	2	11
F	85+	2001	Maj	0	0	4
F	85+	2001	Juni	0	0	2
F	85+	2001	Juli	0	0	3
F	85+	2001	Augusti	0	2	7
F	85+	2001	September	0	0	1
F	85+	2001	Oktober	0	0	0
F	85+	2001	November	0	1	1
F	85+	2001	December	0	0	0
F	85+	2002	Januari	0	2	5
F	85+	2002	Februari	0	14	5
F	85+	2002	Mars	0	38	54
F	85+	2002	April	0	32	31
F	85+	2002	Maj	0	1	1
F	85+	2002	Juni	0	0	3
F	85+	2002	Juli	0	0	3
F	85+	2002	Augusti	0	0	2
F	85+	2002	September	0	0	1
F	85+	2002	Oktober	0	0	2
F	85+	2002	November	0	0	3
F	85+	2002	December	0	0	3
F	85+	2003	Januari	0	2	5
F	85+	2003	Februari	0	4	6
F	85+	2003	Mars	0	8	4
F	85+	2003	April	0	4	6
F	85+	2003	Maj	0	1	3
